                                                                         file  Avg_wall_time_s  mean_fdr_bh_0.05  mean_power_bh_0.05  mean_fdr_by_0.05  mean_power_by_0.05  mean_fdr_bh_0.1  mean_power_bh_0.1  mean_fdr_by_0.1  mean_power_by_0.1  mean_fdr_lct_0.05  mean_power_lct_0.05  mean_fdr_lct_0.1  mean_power_lct_0.1  mean_fdr_lctb_0.05_B100  mean_power_lctb_0.05_B100  mean_fdr_lctb_0.1_B100  mean_power_lctb_0.1_B100    model     p    n1    n2  rho  block  reps  mean_fdr_lct_cai_liu_0.05  mean_power_lct_cai_liu_0.05  mean_fdr_lct_cai_liu_0.1  mean_power_lct_cai_liu_0.1  mean_fdr_lct_gaussian_0.05  mean_power_lct_gaussian_0.05  mean_fdr_lct_gaussian_0.1  mean_power_lct_gaussian_0.1  mean_fdr_lct_jackknife_0.05  mean_power_lct_jackknife_0.05  mean_fdr_lct_jackknife_0.1  mean_power_lct_jackknife_0.1
                          results/tables/power_t_p250_n120_rho0.5_b20_R20.csv         1.492626          0.014062            0.700000          0.003750            0.362368         0.027375           0.788158         0.002970           0.451842           0.000000             0.034474          0.000000            0.084211                 0.000000                   0.056316                0.000000                  0.135789      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                          results/tables/power_t_p250_n120_rho0.6_b20_R20.csv         1.502654          0.014681            0.960000          0.001596            0.872368         0.025000           0.972895         0.002344           0.910000           0.000000             0.369474          0.000000            0.541842                 0.000000                   0.432368                0.000000                  0.595000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                          results/tables/power_t_p250_n120_rho0.7_b20_R20.csv         1.505852          0.015178            0.997895          0.001538            0.992368         0.024653           0.998684         0.002273           0.994474           0.000000             0.780526          0.000000            0.850000                 0.000000                   0.806842                0.000000                  0.862632      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                          results/tables/power_t_p250_n120_rho0.8_b20_R20.csv         1.480029          0.016511            1.000000          0.001531            1.000000         0.026539           1.000000         0.002261           1.000000           0.000000             0.904737          0.000263            0.938684                 0.000263                   0.917895                0.000263                  0.945263      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                          results/tables/power_t_p250_n200_rho0.5_b20_R20.csv         1.682994          0.003886            0.983947          0.000562            0.938421         0.006062           0.991053         0.001415           0.959474           0.000000             0.645526          0.000000            0.764211                 0.000000                   0.707632                0.000000                  0.799737      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                          results/tables/power_t_p250_n200_rho0.6_b20_R20.csv         1.703833          0.003987            1.000000          0.000529            0.997895         0.006195           1.000000         0.001303           0.998947           0.000000             0.887895          0.000000            0.919211                 0.000000                   0.903421                0.000000                  0.928947      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                          results/tables/power_t_p250_n200_rho0.7_b20_R20.csv         1.686354          0.004015            1.000000          0.000521            1.000000         0.006893           1.000000         0.001301           1.000000           0.000000             0.934474          0.000000            0.945000                 0.000000                   0.938947                0.000000                  0.951316      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                          results/tables/power_t_p250_n200_rho0.8_b20_R20.csv         1.682757          0.005586            1.000000          0.000783            1.000000         0.012338           1.000000         0.001301           1.000000           0.000000             0.941053          0.000000            0.945526                 0.000000                   0.942632                0.000000                  0.948158      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                          results/tables/power_t_p250_n60_rho0.25_b20_R20.csv         8.893499          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000           0.000000             0.000000          0.000000            0.000000                 0.000000                   0.000000                0.000000                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                           results/tables/power_t_p250_n60_rho0.2_b20_R20.csv         8.949792          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000           0.000000             0.000000          0.000000            0.000000                 0.000000                   0.000000                0.000000                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                          results/tables/power_t_p250_n60_rho0.35_b20_R20.csv         8.894600          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000           0.000000             0.000000          0.000000            0.000000                 0.000000                   0.000000                0.000000                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                           results/tables/power_t_p250_n60_rho0.3_b20_R20.csv         8.930562          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000           0.000000             0.000000          0.000000            0.000000                 0.000000                   0.000000                0.000000                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                          results/tables/power_t_p250_n80_rho0.25_b20_R20.csv         8.824747          0.050000            0.000000          0.000000            0.000000         0.095833           0.000526         0.000000           0.000000           0.000000             0.000000          0.000000            0.000000                 0.000000                   0.000000                0.000000                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                           results/tables/power_t_p250_n80_rho0.2_b20_R20.csv         8.755539          0.050000            0.000000          0.000000            0.000000         0.100000           0.000000         0.000000           0.000000           0.000000             0.000000          0.000000            0.000000                 0.000000                   0.000000                0.000000                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                          results/tables/power_t_p250_n80_rho0.35_b20_R20.csv        10.365337          0.024324            0.005000          0.000000            0.000000         0.061647           0.010000         0.000000           0.000000           0.000000             0.000000          0.000000            0.000000                 0.000000                   0.000000                0.000000                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                           results/tables/power_t_p250_n80_rho0.3_b20_R20.csv         8.795939          0.038889            0.000526          0.000000            0.000000         0.087273           0.003684         0.000000           0.000000           0.000000             0.000000          0.000000            0.000000                 0.000000                   0.000000                0.000000                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                           results/tables/power_t_p250_n80_rho0.5_b20_R20.csv         1.431821          0.027216            0.294737          0.007641            0.057105         0.044205           0.409737         0.008244           0.098421           0.000000             0.002368          0.000000            0.007632                 0.000000                   0.002632                0.000000                  0.006579      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                           results/tables/power_t_p250_n80_rho0.6_b20_R20.csv         1.417332          0.026637            0.801053          0.005517            0.505789         0.040765           0.853684         0.008102           0.609737           0.000000             0.058684          0.000000            0.111842                 0.000000                   0.064211                0.000000                  0.120526      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                           results/tables/power_t_p250_n80_rho0.7_b20_R20.csv         1.582724          0.027001            0.961842          0.004381            0.901053         0.044728           0.973684         0.007879           0.924737           0.000000             0.227895          0.000000            0.330789                 0.000000                   0.247368                0.000000                  0.356316      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                           results/tables/power_t_p250_n80_rho0.8_b20_R20.csv         1.435952          0.029359            0.998947          0.004270            0.994474         0.049076           0.999737         0.008067           0.996053           0.000000             0.499211          0.000000            0.614211                 0.000000                   0.525263                0.000000                  0.637632      NaN   NaN   NaN   NaN  NaN    NaN   NaN                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
results/tables/robust_gaussian_p250_covblock_ar1_n120_120_rho0.25_b20_R15.csv        18.876428          0.000000            0.000000          0.000000            0.000000         0.000000           0.000702         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.066667                   0.000000                0.066667                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.066667                     0.000000                  0.066667                    0.000000                    0.066667                      0.000702                   0.200000                     0.000702                     0.066667                       0.000000                    0.066667                      0.000000
 results/tables/robust_gaussian_p250_covblock_ar1_n120_120_rho0.3_b20_R15.csv        18.828328          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.066667                   0.000702                0.066667                  0.000702      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.066667                     0.000702                  0.066667                    0.000702                    0.066667                      0.001053                   0.166667                     0.002456                     0.066667                       0.000702                    0.066667                      0.000702
 results/tables/robust_gaussian_p250_covblock_ar1_n120_120_rho0.6_b20_R15.csv         3.227299          0.038651            0.097544          0.013968            0.077895         0.079442           0.105614         0.013373           0.082105                NaN                  NaN               NaN                 NaN                 0.048045                   0.052281                0.059551                  0.062807      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.052108                     0.058246                  0.076843                    0.068772                    0.101421                      0.104912                   0.199508                     0.111579                     0.048045                       0.051579                    0.069191                      0.063158
 results/tables/robust_gaussian_p250_covblock_ar1_n120_120_rho0.7_b20_R15.csv         3.120602          0.043141            0.159298          0.002381            0.130877         0.093795           0.167719         0.007231           0.139649                NaN                  NaN               NaN                 NaN                 0.026128                   0.117895                0.094940                  0.132982      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.033204                     0.121404                  0.110252                    0.138947                    0.105343                      0.166667                   0.183126                     0.180000                     0.023086                       0.114737                    0.095450                      0.132281
 results/tables/robust_gaussian_p250_covblock_ar1_n120_60_rho0.25_b20_R15.csv        19.027296          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.000000                   0.000000                0.066667                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.000000                     0.000000                  0.133333                    0.000000                    0.386667                      0.000351                   0.590476                     0.000702                     0.000000                       0.000000                    0.000000                      0.000000
  results/tables/robust_gaussian_p250_covblock_ar1_n120_60_rho0.3_b20_R15.csv        19.063276          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.000000                   0.000000                0.066667                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.000000                     0.000000                  0.133333                    0.000000                    0.440000                      0.001754                   0.621212                     0.002807                     0.000000                       0.000000                    0.000000                      0.000000
 results/tables/robust_gaussian_p250_covblock_ar1_n120_80_rho0.25_b20_R15.csv        18.855820          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.000000                   0.000000                0.000000                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.000000                     0.000000                  0.000000                    0.000000                    0.066667                      0.000351                   0.244444                     0.000702                     0.000000                       0.000000                    0.000000                      0.000000
  results/tables/robust_gaussian_p250_covblock_ar1_n120_80_rho0.3_b20_R15.csv        18.746262          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.000000                   0.000351                0.000000                  0.000351      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.000000                     0.000351                  0.000000                    0.000702                    0.016667                      0.001404                   0.304444                     0.002807                     0.000000                       0.000351                    0.000000                      0.000702
  results/tables/robust_gaussian_p250_covblock_ar1_n120_80_rho0.6_b20_R15.csv         3.019692          0.058290            0.073684          0.014074            0.044912         0.103554           0.083509         0.023232           0.053333                NaN                  NaN               NaN                 NaN                 0.031667                   0.018596                0.048276                  0.025614      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.037037                     0.021053                  0.123202                    0.032281                    0.136046                      0.092982                   0.221571                     0.100702                     0.031667                       0.017895                    0.050128                      0.023860
  results/tables/robust_gaussian_p250_covblock_ar1_n120_80_rho0.7_b20_R15.csv         2.993991          0.032618            0.132632          0.006734            0.106667         0.086408           0.141404         0.008701           0.113333                NaN                  NaN               NaN                 NaN                 0.035351                   0.067368                0.071476                  0.082456      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.044566                     0.072281                  0.119712                    0.092982                    0.136308                      0.151228                   0.231042                     0.166316                     0.035133                       0.067719                    0.075309                      0.083158
 results/tables/robust_gaussian_p250_covblock_ar1_n60_120_rho0.25_b20_R15.csv         2.656832          0.000000            0.000000          0.000000            0.000000         0.066667           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.000000                   0.000000                0.000000                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.000000                     0.000000                  0.000000                    0.000000                    0.333333                      0.000000                   0.466667                     0.000351                     0.000000                       0.000000                    0.000000                      0.000000
  results/tables/robust_gaussian_p250_covblock_ar1_n60_120_rho0.3_b20_R15.csv         2.605728          0.066667            0.000000          0.000000            0.000000         0.133333           0.000000         0.066667           0.000000                NaN                  NaN               NaN                 NaN                 0.000000                   0.000000                0.000000                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.000000                     0.000000                  0.066667                    0.000000                    0.366667                      0.000351                   0.506878                     0.001053                     0.000000                       0.000000                    0.000000                      0.000000
  results/tables/robust_gaussian_p250_covblock_ar1_n60_60_rho0.25_b20_R15.csv         2.526817          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.000000                   0.000000                0.133333                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.066667                     0.000000                  0.200000                    0.000000                    0.333333                      0.000000                   0.577778                     0.000351                     0.000000                       0.000000                    0.133333                      0.000000
   results/tables/robust_gaussian_p250_covblock_ar1_n60_60_rho0.3_b20_R15.csv         2.400985          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.000000                   0.000000                0.066667                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.000000                     0.000000                  0.100000                    0.000351                    0.400000                      0.000351                   0.571212                     0.001053                     0.000000                       0.000000                    0.066667                      0.000000
  results/tables/robust_gaussian_p250_covblock_ar1_n60_80_rho0.25_b20_R15.csv         2.463003          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.066667                   0.000000                0.133333                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.133333                     0.000000                  0.200000                    0.000000                    0.466667                      0.000000                   0.666667                     0.000000                     0.066667                       0.000000                    0.133333                      0.000000
   results/tables/robust_gaussian_p250_covblock_ar1_n60_80_rho0.3_b20_R15.csv         2.421933          0.066667            0.000000          0.000000            0.000000         0.066667           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.066667                   0.000000                0.066667                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.133333                     0.000000                  0.166667                    0.000351                    0.433333                      0.000702                   0.580952                     0.000702                     0.066667                       0.000000                    0.133333                      0.000000
 results/tables/robust_gaussian_p250_covblock_ar1_n80_120_rho0.25_b20_R15.csv        18.700344          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.000000                   0.000000                0.066667                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.066667                     0.000000                  0.066667                    0.000000                    0.155556                      0.000702                   0.222222                     0.000702                     0.000000                       0.000000                    0.066667                      0.000000
  results/tables/robust_gaussian_p250_covblock_ar1_n80_120_rho0.3_b20_R15.csv        18.694645          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.000000                   0.000000                0.133333                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.066667                     0.000000                  0.133333                    0.000000                    0.200000                      0.000702                   0.200000                     0.000702                     0.000000                       0.000000                    0.066667                      0.000000
  results/tables/robust_gaussian_p250_covblock_ar1_n80_120_rho0.6_b20_R15.csv         3.137971          0.036028            0.071579          0.000000            0.039649         0.105995           0.083509         0.012222           0.045965                NaN                  NaN               NaN                 NaN                 0.038333                   0.026667                0.069524                  0.033684      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.047857                     0.028421                  0.154692                    0.037193                    0.170240                      0.075439                   0.253142                     0.089123                     0.041111                       0.025614                    0.069524                      0.033333
  results/tables/robust_gaussian_p250_covblock_ar1_n80_120_rho0.7_b20_R15.csv         3.028943          0.047112            0.129474          0.000000            0.101053         0.097853           0.142105         0.000000           0.109825                NaN                  NaN               NaN                 NaN                 0.036893                   0.074386                0.080569                  0.091579      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.037374                     0.080702                  0.096999                    0.096140                    0.138073                      0.136140                   0.253070                     0.150526                     0.036893                       0.072632                    0.068451                      0.089825
  results/tables/robust_gaussian_p250_covblock_ar1_n80_60_rho0.25_b20_R15.csv        18.838269          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.000000                   0.000000                0.200000                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.133333                     0.000000                  0.266667                    0.000000                    0.453333                      0.000351                   0.568254                     0.000702                     0.066667                       0.000000                    0.133333                      0.000000
   results/tables/robust_gaussian_p250_covblock_ar1_n80_60_rho0.3_b20_R15.csv        18.812577          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.000000                   0.000000                0.183333                  0.000351      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.133333                     0.000000                  0.183333                    0.000351                    0.566667                      0.000702                   0.650000                     0.000702                     0.066667                       0.000000                    0.183333                      0.000351
  results/tables/robust_gaussian_p250_covblock_ar1_n80_80_rho0.25_b20_R15.csv        19.017192          0.000000            0.000000          0.000000            0.000000         0.066667           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.133333                   0.000000                0.133333                  0.000000      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.133333                     0.000000                  0.200000                    0.000351                    0.300000                      0.000351                   0.506667                     0.000702                     0.066667                       0.000000                    0.133333                      0.000000
   results/tables/robust_gaussian_p250_covblock_ar1_n80_80_rho0.3_b20_R15.csv        18.730481          0.000000            0.000000          0.000000            0.000000         0.066667           0.000000         0.000000           0.000000                NaN                  NaN               NaN                 NaN                 0.066667                   0.000000                0.166667                  0.000351      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.133333                     0.000000                  0.233333                    0.000351                    0.400000                      0.000351                   0.566667                     0.001404                     0.066667                       0.000000                    0.166667                      0.000351
   results/tables/robust_gaussian_p250_covblock_ar1_n80_80_rho0.6_b20_R15.csv         2.864392          0.060803            0.052281          0.011111            0.025965         0.090270           0.058596         0.018519           0.029474                NaN                  NaN               NaN                 NaN                 0.043333                   0.014035                0.089957                  0.016842      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.037778                     0.014737                  0.147735                    0.019298                    0.151498                      0.061053                   0.274886                     0.068772                     0.043333                       0.012982                    0.080159                      0.016491
   results/tables/robust_gaussian_p250_covblock_ar1_n80_80_rho0.7_b20_R15.csv         2.939032          0.059302            0.110175          0.000000            0.079298         0.085124           0.118596         0.003922           0.090526                NaN                  NaN               NaN                 NaN                 0.031923                   0.033333                0.084263                  0.044912      NaN   NaN   NaN   NaN  NaN    NaN   NaN                   0.056120                     0.038246                  0.113489                    0.056842                    0.133979                      0.118947                   0.233936                     0.134737                     0.029304                       0.033684                    0.084263                      0.044912
                          results/tables/t_p250_n80_80_rho0.3_b20_R20_df6.csv         9.067615          0.038889            0.000526          0.000000            0.000000         0.087273           0.003684         0.000000           0.000000           0.000000             0.000000          0.000000            0.000000                 0.000000                   0.000000                0.000000                  0.000000        t 250.0  80.0  80.0 0.30   20.0  20.0                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                          results/tables/t_p250_n80_80_rho0.7_b20_R20_df6.csv         2.383512          0.027001            0.961842          0.004381            0.901053         0.044728           0.973684         0.007879           0.924737           0.000000             0.227895          0.000000            0.330789                 0.000000                   0.247368                0.000000                  0.356316        t 250.0  80.0  80.0 0.70   20.0  20.0                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                       results/tables/t_p500_n120_120_rho0.65_b20_R20_df6.csv        23.651304          0.015906            0.986316          0.001887            0.940263         0.025683           0.991316         0.002907           0.957632           0.000000             0.356316          0.000000            0.476842                 0.000000                   0.403947                0.000000                  0.534474        t 500.0 120.0 120.0 0.65   20.0  20.0                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
                         results/tables/t_p500_n80_80_rho0.25_b20_R20_df6.csv        77.734927          0.000000            0.000000          0.000000            0.000000         0.000000           0.000000         0.000000           0.000000           0.000000             0.000000          0.000000            0.000000                 0.000000                   0.000000                0.000000                  0.000000        t 500.0  80.0  80.0 0.25   20.0  20.0                        NaN                          NaN                       NaN                         NaN                         NaN                           NaN                        NaN                          NaN                          NaN                            NaN                         NaN                           NaN
